video_id,privacy_status,old_title,old_description,hero_name,boss_name,stt_raw,stt_confidence,verification_status,verification_reason,pair_score,final_title,final_description,apply,review_notes
CwgkAkywKAc,public,Medivh vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode,"Medivh vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Medivh vs Graves the Cleric boss fight
[2026 03 20T21 59 31]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Medivh vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode,"Medivh vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Medivh vs Graves the Cleric boss fight
[2026 03 20T21 59 31]",FALSE,manual review recommended
EuBxw_lUu7o,public,Kel'Thuzad vs A.F.Kay – Book of Heroes | Hearthstone | Adventure Mode,"Kel'Thuzad vs A.F.Kay – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Kel'Thuzad vs A.F.Kay boss fight
[2026 03 20T22 03 47]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Kel'Thuzad vs A.F.Kay – Book of Heroes | Hearthstone | Adventure Mode,"Kel'Thuzad vs A.F.Kay – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Kel'Thuzad vs A.F.Kay boss fight
[2026 03 20T22 03 47]",FALSE,manual review recommended
0RLkRyvAnN0,public,Opera Diva Tamsim vs Overseer Mogark – Book of Heroes | Hearthstone | Adventure Mode,"Opera Diva Tamsim vs Overseer Mogark – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Opera Diva Tamsim vs Overseer Mogark boss fight
[2026 03 20T11 25 02]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Opera Diva Tamsim vs Overseer Mogark – Book of Heroes | Hearthstone | Adventure Mode,"Opera Diva Tamsim vs Overseer Mogark – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Opera Diva Tamsim vs Overseer Mogark boss fight
[2026 03 20T11 25 02]",FALSE,manual review recommended
7qVVfpFCHKw,public,Hearthstone [Heroes of Warcraft] Book of Heroes -N'Zoth vs Waxmancer Sturmi,"Hearthstone [Heroes of Warcraft] Book of Heroes -N'Zoth vs Waxmancer Sturmi – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft] Book of Heroes -N'Zoth vs Waxmancer Sturmi boss fight
[2026 03 20T11 32 07]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Hearthstone [Heroes of Warcraft] Book of Heroes -N'Zoth vs Waxmancer Sturmi,"Hearthstone [Heroes of Warcraft] Book of Heroes -N'Zoth vs Waxmancer Sturmi – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone [Heroes of Warcraft] Book of Heroes -N'Zoth vs Waxmancer Sturmi boss fight
[2026 03 20T11 32 07]",FALSE,manual review recommended
vOP5ZpdYSl8,public,Nemesis Gul'dan vs Spiritseeker Azun – Book of Heroes | Hearthstone | Adventure Mode,"Nemesis Gul'dan vs Spiritseeker Azun – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Nemesis Gul'dan vs Spiritseeker Azun boss fight
[2026 03 20T11 38 39]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Nemesis Gul'dan vs Spiritseeker Azun – Book of Heroes | Hearthstone | Adventure Mode,"Nemesis Gul'dan vs Spiritseeker Azun – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Nemesis Gul'dan vs Spiritseeker Azun boss fight
[2026 03 20T11 38 39]",FALSE,manual review recommended
y9iPmdU3lew,public,Opera Diva Tamsim vs George and Karl – Book of Heroes | Hearthstone | Adventure Mode,"Opera Diva Tamsim vs George and Karl – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Opera Diva Tamsim vs George and Karl boss fight
[2026 03 20T11 45 05]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Opera Diva Tamsim vs George and Karl – Book of Heroes | Hearthstone | Adventure Mode,"Opera Diva Tamsim vs George and Karl – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Opera Diva Tamsim vs George and Karl boss fight
[2026 03 20T11 45 05]",FALSE,manual review recommended
tZQvPGDoeWY,public,Nemesis Gul'dan vs Blackseed – Book of Heroes | Hearthstone | Adventure Mode,"Nemesis Gul'dan vs Blackseed – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Nemesis Gul'dan vs Blackseed boss fight
[2026 03 20T17 30 21]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Nemesis Gul'dan vs Blackseed – Book of Heroes | Hearthstone | Adventure Mode,"Nemesis Gul'dan vs Blackseed – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Nemesis Gul'dan vs Blackseed boss fight
[2026 03 20T17 30 21]",FALSE,manual review recommended
geG7UIecHdw,public,Mecha Jaraxxus vs Xol the Unscathed – Book of Heroes | Hearthstone | Adventure Mode,"Mecha Jaraxxus vs Xol the Unscathed – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Mecha Jaraxxus vs Xol the Unscathed boss fight
[2026 03 20T20 04 14]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,Mecha Jaraxxus vs Xol the Unscathed – Book of Heroes | Hearthstone | Adventure Mode,"Mecha Jaraxxus vs Xol the Unscathed – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Mecha Jaraxxus vs Xol the Unscathed boss fight
[2026 03 20T20 04 14]",FALSE,manual review recommended
B1f-lB3W_SI,public,King Rastakhan vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode,"King Rastakhan vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the King Rastakhan vs Wee Whelp boss fight
[2026 03 20T20 12 40]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,King Rastakhan vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode,"King Rastakhan vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the King Rastakhan vs Wee Whelp boss fight
[2026 03 20T20 12 40]",FALSE,manual review recommended
MJOAVcYW1rw,public,King Rastakhan vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode,"King Rastakhan vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the King Rastakhan vs Frostfur boss fight
[2026 03 20T20 15 06]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,King Rastakhan vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode,"King Rastakhan vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the King Rastakhan vs Frostfur boss fight
[2026 03 20T20 15 06]",FALSE,manual review recommended
x1MzjBAyWoc,public,King Rastakhan vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode,"King Rastakhan vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the King Rastakhan vs Graves the Cleric boss fight
[2026 03 20T20 17 31]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,King Rastakhan vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode,"King Rastakhan vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the King Rastakhan vs Graves the Cleric boss fight
[2026 03 20T20 17 31]",FALSE,manual review recommended
eQm75ixBqKo,public,N'Zoth vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode,"N'Zoth vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the N'Zoth vs Frostfur boss fight
[2026 03 20T11 20 19]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,N'Zoth vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode,"N'Zoth vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the N'Zoth vs Frostfur boss fight
[2026 03 20T11 20 19]",FALSE,manual review recommended
VeIKj4JN1Zk,public,King Rastakhan vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode,"King Rastakhan vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the King Rastakhan vs Wee Whelp boss fight
[2026 03 20T20 35 09]",,,,none,uncertain,insufficient_stt_for_nonpair_title,0,King Rastakhan vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode,"King Rastakhan vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the King Rastakhan vs Wee Whelp boss fight
[2026 03 20T20 35 09]",FALSE,manual review recommended
CoeCbvtqDMg,public,Garrosh of Wrath vs Elder Brandlemar – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Elder Brandlemar – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Elder Brandlemar boss fight
[2026 03 15T23 23 35]",Malfurion,Seriona,described on the outside countries are Ak laugh if they are good they just like this whatever they,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Malfurion vs Seriona Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Malfurion vs Seriona encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
hpW4xpmC_P0,public,Garrosh of Wrath vs Seriona – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Seriona – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Seriona boss fight
[2026 03 15T23 40 09]",Thrall,Kurtrus Ashfallen,"They have good skin. Oh, they all have amazing skin, bro. He's trying to fuck.",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Thrall vs Kurtrus Ashfallen Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Thrall vs Kurtrus Ashfallen encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
m0baO1ZepIY,public,Garrosh of Wrath vs Kraxx – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Kraxx – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Kraxx boss fight
[2026 03 15T23 45 44]",Nemesis Guldan,Fungalmancer Flurgl,Oh man. So this is all probably like two dollars. This is like two bucks. Same concept therein as this except I have rice paper and all these different meats. Rice paper and so these.,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Nemesis Guldan vs Fungalmancer Flurgl Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Nemesis Guldan vs Fungalmancer Flurgl encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
m4TqBIqNZuo,public,Garrosh of Wrath vs Giant Rat – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Giant Rat – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Giant Rat boss fight
[2026 03 15T23 54 35]",Nemesis Guldan,Whompwhisker,"What is that? Asic. Oh, bariboy, bariboy, bariboy. And this is where we start. Alright guys, as I said today we're getting bunkhan, which are rice noodles, thick fresh rice noodles with the most amazing pork.",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Nemesis Guldan vs Whompwhisker Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Nemesis Guldan vs Whompwhisker encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
MS0YJ8CGAK0,public,Garrosh of Wrath vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Frostfur boss fight
[2026 03 16T00 05 50]",Jaina,Seriona,I'm sorry. Oh. They just keep some glasses ever. I worked contacts so I have a... ...Pretty-s-vision telegram. I was so wrong mercy. I told you I was wrong. I have gray eyes.,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Jaina vs Seriona Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Jaina vs Seriona encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
ViJw_5uIAD8,public,Garrosh of Wrath vs Elder Brandlemar – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Elder Brandlemar – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Elder Brandlemar boss fight
[2026 03 16T00 09 48]",Garrosh,Seriona,like he's such a spook bro he's a shit fuck honestly in that movie i call him a shit fuck where they were in black camo in the desert,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Garrosh vs Seriona Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Garrosh vs Seriona encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
nrSLPUvfsyc,public,Garrosh of Wrath vs Russell the Bard – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Russell the Bard – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Russell the Bard boss fight
[2026 03 16T00 14 36]",Jaina,Thaddock the Thief,"Do you remember one that I just like loved yeah Um You just got polar bear that polar bear polar bear We're like yeah, it's a I forgot what it was though like it's like what do you see? I see some like Some some looking at me and then",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Jaina vs Thaddock the Thief Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Jaina vs Thaddock the Thief encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
nvPC-T20iUA,public,Garrosh of Wrath vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Wee Whelp boss fight
[2026 03 16T00 22 32]",Jaina,Seriona,"I believe in. Yeah, yeah, we're going to the cash.",high,needsupdate,resolved_from_stt_for_nonpair_title,9,Jaina vs Seriona Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Jaina vs Seriona encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
50V88esRb_g,public,Garrosh of Wrath vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Frostfur boss fight
[2026 03 16T00 28 03]",Mecha Jaraxxus,Russell the Bard,Get us! That's it! Run! That's it! I will show no mercy! I won't let you down anymore!,high,needsupdate,resolved_from_stt_for_nonpair_title,9,Mecha Jaraxxus vs Russell the Bard Book of Heroes Hearthstone Adventure Mode,Hearthstone Book of Heroes gameplay from Adventure Mode. Featuring the Mecha Jaraxxus vs Russell the Bard encounter. Part of the Hearthstone adventure playlist.,TRUE,apply-ready
